# lavaan TESTsuite -- lavaan version  0.6-18 
# date:  Wed Jan 17 15:22:09 2024 
# file:  ex5.16_nox.WLSMV.out 

    lhs  op rhs group        type    lav    mpl delta
37   f1  ~~  f2     2         est  0.468  0.468 0.000
38   u1 ~*~  u1     2         est  1.201  1.201 0.000
39   u2 ~*~  u2     2         est  1.229  1.229 0.000
40   u4 ~*~  u4     2         est  0.930  0.930 0.000
41   u5 ~*~  u5     2         est  0.936  0.936 0.000
42   u6 ~*~  u6     2         est  0.930  0.930 0.000
43   f1  ~1         2         est -0.135 -0.135 0.000
44   f2  ~1         2         est -0.055 -0.055 0.000
45   f1  =~  u1     1          se  0.000  0.000 0.000
46   f1  =~  u2     1          se  0.028  0.028 0.000
47   f1  =~  u3     1          se  0.028  0.028 0.000
48   f2  =~  u4     1          se  0.000  0.000 0.000
49   f2  =~  u5     1          se  0.027  0.027 0.000
50   f2  =~  u6     1          se  0.026  0.026 0.000
51   u3   |  t1     1          se  0.040  0.040 0.000
52   u3 ~*~  u3     1          se  0.000  0.000 0.000
53   u1   |  t1     1          se  0.043  0.043 0.000
54   u2   |  t1     1          se  0.041  0.041 0.000
55   u4   |  t1     1          se  0.039  0.039 0.000
56   u5   |  t1     1          se  0.037  0.037 0.000
57   u6   |  t1     1          se  0.040  0.040 0.000
58   f1  ~~  f1     1          se  0.033  0.033 0.000
59   f2  ~~  f2     1          se  0.030  0.030 0.000
60   f1  ~~  f2     1          se  0.032  0.032 0.000
61   u1 ~*~  u1     1          se  0.000  0.000 0.000
62   u2 ~*~  u2     1          se  0.000  0.000 0.000
63   u4 ~*~  u4     1          se  0.000  0.000 0.000
64   u5 ~*~  u5     1          se  0.000  0.000 0.000
65   u6 ~*~  u6     1          se  0.000  0.000 0.000
66   f1  =~  u1     2          se  0.000  0.000 0.000
67   f1  =~  u2     2          se  0.028  0.028 0.000
68   f1  =~  u3     2          se  0.181  0.181 0.000
69   f2  =~  u4     2          se  0.000  0.000 0.000
70   f2  =~  u5     2          se  0.027  0.027 0.000
71   f2  =~  u6     2          se  0.026  0.026 0.000
72   u3   |  t1     2          se  0.104  0.104 0.000
73   u3 ~*~  u3     2          se  0.000  0.000 0.000
74   u1   |  t1     2          se  0.043  0.043 0.000
75   u2   |  t1     2          se  0.041  0.041 0.000
76   u4   |  t1     2          se  0.039  0.039 0.000
77   u5   |  t1     2          se  0.037  0.037 0.000
78   u6   |  t1     2          se  0.040  0.040 0.000
79   f1  ~~  f1     2          se  0.244  0.243 0.001
80   f2  ~~  f2     2          se  0.293  0.293 0.000
81   f1  ~~  f2     2          se  0.120  0.120 0.000
82   u1 ~*~  u1     2          se  0.231  0.230 0.001
83   u2 ~*~  u2     2          se  0.263  0.263 0.000
84   u4 ~*~  u4     2          se  0.136  0.136 0.000
85   u5 ~*~  u5     2          se  0.137  0.137 0.000
86   u6 ~*~  u6     2          se  0.131  0.131 0.000
87   f1  ~1         2          se  0.090  0.090 0.000
88   f2  ~1         2          se  0.056  0.056 0.000
89   f1  =~  u1     1     est.std  0.942  0.942 0.000
90   f1  =~  u2     1     est.std  0.902  0.902 0.000
91   f1  =~  u3     1     est.std  0.936  0.936 0.000
92   f2  =~  u4     1     est.std  0.926  0.926 0.000
93   f2  =~  u5     1     est.std  0.925  0.925 0.000
94   f2  =~  u6     1     est.std  0.919  0.919 0.000
95   u3   |  t1     1     est.std -0.171 -0.171 0.000
96   u3 ~*~  u3     1     est.std  1.000  1.000 0.000
97   u1   |  t1     1     est.std -0.643 -0.643 0.000
98   u2   |  t1     1     est.std -0.375 -0.375 0.000
99   u4   |  t1     1     est.std -0.018 -0.018 0.000
100  u5   |  t1     1     est.std  0.127  0.127 0.000
101  u6   |  t1     1     est.std  0.331  0.331 0.000
102  f1  ~~  f1     1     est.std  1.000  1.000 0.000
103  f2  ~~  f2     1     est.std  1.000  1.000 0.000
104  f1  ~~  f2     1     est.std  0.596  0.596 0.000
105  u1 ~*~  u1     1     est.std  1.000  1.000 0.000
106  u2 ~*~  u2     1     est.std  1.000  1.000 0.000
107  u4 ~*~  u4     1     est.std  1.000  1.000 0.000
108  u5 ~*~  u5     1     est.std  1.000  1.000 0.000
109  u6 ~*~  u6     1     est.std  1.000  1.000 0.000
110  f1  =~  u1     2     est.std  0.781  0.781 0.000
111  f1  =~  u2     2     est.std  0.748  0.748 0.000
112  f1  =~  u3     2     est.std  0.696  0.696 0.000
113  f2  =~  u4     2     est.std  1.002  1.002 0.000
114  f2  =~  u5     2     est.std  1.002  1.002 0.000
115  f2  =~  u6     2     est.std  0.995  0.995 0.000
116  u3   |  t1     2     est.std  0.382  0.382 0.000
117  u3 ~*~  u3     2     est.std  1.000  1.000 0.000
118  u1   |  t1     2     est.std -0.643 -0.643 0.000
119  u2   |  t1     2     est.std -0.375 -0.375 0.000
120  u4   |  t1     2     est.std -0.018 -0.018 0.000
121  u5   |  t1     2     est.std  0.127  0.127 0.000
122  u6   |  t1     2     est.std  0.331  0.331 0.000
123  f1  ~~  f1     2     est.std  1.000  1.000 0.000
124  f2  ~~  f2     2     est.std  1.000  1.000 0.000
125  f1  ~~  f2     2     est.std  0.598  0.598 0.000
126  u1 ~*~  u1     2     est.std  1.201  1.201 0.000
127  u2 ~*~  u2     2     est.std  1.229  1.229 0.000
128  u4 ~*~  u4     2     est.std  0.930  0.930 0.000
129  u5 ~*~  u5     2     est.std  0.936  0.936 0.000
130  u6 ~*~  u6     2     est.std  0.930  0.930 0.000
131  f1  ~1         2     est.std -0.173 -0.173 0.000
132  f2  ~1         2     est.std -0.054 -0.054 0.000
133  f1  =~  u1     1 est.std.all  0.942  0.942 0.000
134  f1  =~  u2     1 est.std.all  0.902  0.902 0.000
135  f1  =~  u3     1 est.std.all  0.936  0.936 0.000
136  f2  =~  u4     1 est.std.all  0.926  0.926 0.000
137  f2  =~  u5     1 est.std.all  0.925  0.925 0.000
138  f2  =~  u6     1 est.std.all  0.919  0.919 0.000
139  u3   |  t1     1 est.std.all -0.171 -0.171 0.000
140  u3 ~*~  u3     1 est.std.all  1.000  1.000 0.000
141  u1   |  t1     1 est.std.all -0.643 -0.643 0.000
142  u2   |  t1     1 est.std.all -0.375 -0.375 0.000
143  u4   |  t1     1 est.std.all -0.018 -0.018 0.000
144  u5   |  t1     1 est.std.all  0.127  0.127 0.000
145  u6   |  t1     1 est.std.all  0.331  0.331 0.000
146  f1  ~~  f1     1 est.std.all  1.000  1.000 0.000
147  f2  ~~  f2     1 est.std.all  1.000  1.000 0.000
148  f1  ~~  f2     1 est.std.all  0.596  0.596 0.000
149  u1 ~*~  u1     1 est.std.all  1.000  1.000 0.000
150  u2 ~*~  u2     1 est.std.all  1.000  1.000 0.000
151  u4 ~*~  u4     1 est.std.all  1.000  1.000 0.000
152  u5 ~*~  u5     1 est.std.all  1.000  1.000 0.000
153  u6 ~*~  u6     1 est.std.all  1.000  1.000 0.000
154  f1  =~  u1     2 est.std.all  0.939  0.939 0.000
155  f1  =~  u2     2 est.std.all  0.920  0.920 0.000
156  f1  =~  u3     2 est.std.all  0.696  0.696 0.000
157  f2  =~  u4     2 est.std.all  0.932  0.932 0.000
158  f2  =~  u5     2 est.std.all  0.938  0.938 0.000
159  f2  =~  u6     2 est.std.all  0.925  0.925 0.000
160  u3   |  t1     2 est.std.all  0.382  0.382 0.000
161  u3 ~*~  u3     2 est.std.all  1.000  1.000 0.000
162  u1   |  t1     2 est.std.all -0.773 -0.773 0.000
163  u2   |  t1     2 est.std.all -0.460 -0.460 0.000
164  u4   |  t1     2 est.std.all -0.017 -0.017 0.000
165  u5   |  t1     2 est.std.all  0.119  0.119 0.000
166  u6   |  t1     2 est.std.all  0.307  0.307 0.000
167  f1  ~~  f1     2 est.std.all  1.000  1.000 0.000
168  f2  ~~  f2     2 est.std.all  1.000  1.000 0.000
169  f1  ~~  f2     2 est.std.all  0.598  0.598 0.000
170  u1 ~*~  u1     2 est.std.all  1.000  1.000 0.000
171  u2 ~*~  u2     2 est.std.all  1.000  1.000 0.000
172  u4 ~*~  u4     2 est.std.all  1.000  1.000 0.000
173  u5 ~*~  u5     2 est.std.all  1.000  1.000 0.000
174  u6 ~*~  u6     2 est.std.all  1.000  1.000 0.000
175  f1  ~1         2 est.std.all -0.173 -0.173 0.000
176  f2  ~1         2 est.std.all -0.054 -0.054 0.000
177  f1  =~  u1     1 est.std.nox  0.942  0.942 0.000
178  f1  =~  u2     1 est.std.nox  0.902  0.902 0.000
179  f1  =~  u3     1 est.std.nox  0.936  0.936 0.000
180  f2  =~  u4     1 est.std.nox  0.926  0.926 0.000
181  f2  =~  u5     1 est.std.nox  0.925  0.925 0.000
182  f2  =~  u6     1 est.std.nox  0.919  0.919 0.000
183  u3   |  t1     1 est.std.nox -0.171 -0.171 0.000
184  u3 ~*~  u3     1 est.std.nox  1.000  1.000 0.000
185  u1   |  t1     1 est.std.nox -0.643 -0.643 0.000
186  u2   |  t1     1 est.std.nox -0.375 -0.375 0.000
187  u4   |  t1     1 est.std.nox -0.018 -0.018 0.000
188  u5   |  t1     1 est.std.nox  0.127  0.127 0.000
189  u6   |  t1     1 est.std.nox  0.331  0.331 0.000
190  f1  ~~  f1     1 est.std.nox  1.000  1.000 0.000
191  f2  ~~  f2     1 est.std.nox  1.000  1.000 0.000
192  f1  ~~  f2     1 est.std.nox  0.596  0.596 0.000
193  u1 ~*~  u1     1 est.std.nox  1.000  1.000 0.000
194  u2 ~*~  u2     1 est.std.nox  1.000  1.000 0.000
195  u4 ~*~  u4     1 est.std.nox  1.000  1.000 0.000
196  u5 ~*~  u5     1 est.std.nox  1.000  1.000 0.000
197  u6 ~*~  u6     1 est.std.nox  1.000  1.000 0.000
198  f1  =~  u1     2 est.std.nox  0.939  0.939 0.000
199  f1  =~  u2     2 est.std.nox  0.920  0.920 0.000
200  f1  =~  u3     2 est.std.nox  0.696  0.696 0.000
201  f2  =~  u4     2 est.std.nox  0.932  0.932 0.000
202  f2  =~  u5     2 est.std.nox  0.938  0.938 0.000
203  f2  =~  u6     2 est.std.nox  0.925  0.925 0.000
204  u3   |  t1     2 est.std.nox  0.382  0.382 0.000
205  u3 ~*~  u3     2 est.std.nox  1.000  1.000 0.000
206  u1   |  t1     2 est.std.nox -0.773 -0.773 0.000
207  u2   |  t1     2 est.std.nox -0.460 -0.460 0.000
208  u4   |  t1     2 est.std.nox -0.017 -0.017 0.000
209  u5   |  t1     2 est.std.nox  0.119  0.119 0.000
210  u6   |  t1     2 est.std.nox  0.307  0.307 0.000
211  f1  ~~  f1     2 est.std.nox  1.000  1.000 0.000
212  f2  ~~  f2     2 est.std.nox  1.000  1.000 0.000
213  f1  ~~  f2     2 est.std.nox  0.598  0.598 0.000
214  u1 ~*~  u1     2 est.std.nox  1.000  1.000 0.000
215  u2 ~*~  u2     2 est.std.nox  1.000  1.000 0.000
216  u4 ~*~  u4     2 est.std.nox  1.000  1.000 0.000
217  u5 ~*~  u5     2 est.std.nox  1.000  1.000 0.000
218  u6 ~*~  u6     2 est.std.nox  1.000  1.000 0.000
219  f1  ~1         2 est.std.nox -0.173 -0.173 0.000
220  f2  ~1         2 est.std.nox -0.054 -0.054 0.000

                             fit       lav       mpl    delta
1                           npar    25.000    25.000    0.000
2                           fmin     0.001        NA       NA
3                          chisq     3.570     8.833   -5.263
4                             df    17.000    17.000    0.000
5                         pvalue     1.000     0.945    0.055
6                   chisq.scaled     8.833     8.833    0.000
7                      df.scaled    17.000    17.000    0.000
8                  pvalue.scaled     0.945     0.945    0.000
9           chisq.scaling.factor     0.598        NA       NA
10                baseline.chisq 23412.635 16181.729 7230.906
11                   baseline.df    30.000    30.000    0.000
12               baseline.pvalue     0.000     0.000    0.000
13         baseline.chisq.scaled 16181.763 16181.729    0.034
14            baseline.df.scaled    30.000    30.000    0.000
15        baseline.pvalue.scaled     0.000     0.000    0.000
16 baseline.chisq.scaling.factor     1.448        NA       NA
17                           cfi     1.000     1.000    0.000
18                           tli     1.001     1.001    0.000
19                    cfi.scaled     1.000     1.000    0.000
20                    tli.scaled     1.001     1.001    0.000
21                    cfi.robust        NA        NA       NA
22                    tli.robust        NA        NA       NA
23                          nnfi     1.001        NA       NA
24                           rfi     1.000        NA       NA
25                           nfi     1.000        NA       NA
26                          pnfi     0.567        NA       NA
27                           ifi     1.001        NA       NA
28                           rni     1.001        NA       NA
29                   nnfi.scaled     1.001        NA       NA
30                    rfi.scaled     0.999        NA       NA
31                    nfi.scaled     0.999        NA       NA
32                   pnfi.scaled     0.566        NA       NA
33                    ifi.scaled     1.001        NA       NA
34                    rni.scaled     1.001        NA       NA
35                   nnfi.robust        NA        NA       NA
36                    rni.robust        NA        NA       NA
37                         rmsea     0.000     0.000    0.000
38                rmsea.ci.lower     0.000     0.000    0.000
39                rmsea.ci.upper     0.000     0.004   -0.004
40                rmsea.ci.level     0.900        NA       NA
41                  rmsea.pvalue     1.000     1.000    0.000
42                rmsea.close.h0     0.050        NA       NA
43         rmsea.notclose.pvalue     0.000        NA       NA
44             rmsea.notclose.h0     0.080        NA       NA
45                  rmsea.scaled     0.000     0.000    0.000
46         rmsea.ci.lower.scaled     0.000     0.000    0.000
47         rmsea.ci.upper.scaled     0.004     0.004    0.000
48           rmsea.pvalue.scaled     1.000     1.000    0.000
49  rmsea.notclose.pvalue.scaled     0.000        NA       NA
50                  rmsea.robust        NA        NA       NA
51         rmsea.ci.lower.robust        NA        NA       NA
52         rmsea.ci.upper.robust        NA        NA       NA
53           rmsea.pvalue.robust        NA        NA       NA
54  rmsea.notclose.pvalue.robust        NA        NA       NA
55                           rmr     0.010        NA       NA
56                    rmr_nomean     0.011        NA       NA
57                          srmr     0.011     0.010    0.001
58                  srmr_bentler     0.010        NA       NA
59           srmr_bentler_nomean     0.011        NA       NA
60                          crmr     0.011        NA       NA
61                   crmr_nomean     0.013        NA       NA
62                    srmr_mplus        NA        NA       NA
63             srmr_mplus_nomean        NA        NA       NA
64                         cn_05 16987.877        NA       NA
65                         cn_01 20572.521        NA       NA
66                           gfi     1.000        NA       NA
67                          agfi     1.000        NA       NA
68                          pgfi     0.405        NA       NA
69                           mfi     1.003        NA       NA
70                          wrmr     0.412        NA       NA
