# lavaan TESTsuite -- lavaan version  0.6-17 
# date:  Sat Jan 20 20:50:03 2024 
# file:  ex5.16.WLSM.out 

    lhs  op rhs group        type    lav    mpl delta
157  u5   |  t1     2     est.std  0.198  0.198 0.000
158  u6   |  t1     2     est.std  0.499  0.499 0.000
159  f1  ~~  f1     2     est.std  0.364  0.364 0.000
160  f2  ~~  f2     2     est.std  0.364  0.364 0.000
161  f1  ~~  f2     2     est.std -0.067 -0.067 0.000
162  u1 ~*~  u1     2     est.std  1.349  1.349 0.000
163  u2 ~*~  u2     2     est.std  1.356  1.356 0.000
164  u4 ~*~  u4     2     est.std  0.939  0.939 0.000
165  u5 ~*~  u5     2     est.std  0.931  0.931 0.000
166  u6 ~*~  u6     2     est.std  0.917  0.917 0.000
167  f1  ~1         2     est.std -0.162 -0.162 0.000
168  f2  ~1         2     est.std -0.023 -0.023 0.000
169  f1  =~  u1     1 est.std.all  0.936  0.936 0.000
170  f1  =~  u2     1 est.std.all  0.917  0.917 0.000
171  f1  =~  u3     1 est.std.all  0.926  0.926 0.000
172  f2  =~  u4     1 est.std.all  0.923  0.923 0.000
173  f2  =~  u5     1 est.std.all  0.924  0.924 0.000
174  f2  =~  u6     1 est.std.all  0.919  0.919 0.000
175  f1   ~  x1     1 est.std.all  0.364  0.364 0.000
176  f1   ~  x2     1 est.std.all  0.415  0.415 0.000
177  f1   ~  x3     1 est.std.all  0.517  0.517 0.000
178  f2   ~  x1     1 est.std.all  0.477  0.477 0.000
179  f2   ~  x2     1 est.std.all  0.475  0.475 0.000
180  f2   ~  x3     1 est.std.all  0.352  0.352 0.000
181  u3   |  t1     1 est.std.all -0.160 -0.160 0.000
182  u3 ~*~  u3     1 est.std.all  1.000  1.000 0.000
183  u1   |  t1     1 est.std.all -0.624 -0.624 0.000
184  u2   |  t1     1 est.std.all -0.378 -0.378 0.000
185  u4   |  t1     1 est.std.all -0.009 -0.009 0.000
186  u5   |  t1     1 est.std.all  0.137  0.137 0.000
187  u6   |  t1     1 est.std.all  0.347  0.347 0.000
188  f1  ~~  f1     1 est.std.all  0.402  0.402 0.000
189  f2  ~~  f2     1 est.std.all  0.388  0.388 0.000
190  f1  ~~  f2     1 est.std.all  0.007  0.007 0.000
191  u1 ~*~  u1     1 est.std.all  1.000  1.000 0.000
192  u2 ~*~  u2     1 est.std.all  1.000  1.000 0.000
193  u4 ~*~  u4     1 est.std.all  1.000  1.000 0.000
194  u5 ~*~  u5     1 est.std.all  1.000  1.000 0.000
195  u6 ~*~  u6     1 est.std.all  1.000  1.000 0.000
196  f1  =~  u1     2 est.std.all  0.943  0.943 0.000
197  f1  =~  u2     2 est.std.all  0.927  0.927 0.000
198  f1  =~  u3     2 est.std.all  0.689  0.689 0.000
199  f2  =~  u4     2 est.std.all  0.939  0.939 0.000
200  f2  =~  u5     2 est.std.all  0.937  0.937 0.000
201  f2  =~  u6     2 est.std.all  0.926  0.926 0.000
202  f1   ~  x1     2 est.std.all  0.387  0.387 0.000
203  f1   ~  x2     2 est.std.all  0.445  0.445 0.000
204  f1   ~  x3     2 est.std.all  0.502  0.502 0.000
205  f2   ~  x1     2 est.std.all  0.534  0.534 0.000
206  f2   ~  x2     2 est.std.all  0.429  0.429 0.000
207  f2   ~  x3     2 est.std.all  0.359  0.359 0.000
208  u3   |  t1     2 est.std.all  0.359  0.359 0.000
209  u3 ~*~  u3     2 est.std.all  1.000  1.000 0.000
210  u1   |  t1     2 est.std.all -0.805 -0.805 0.000
211  u2   |  t1     2 est.std.all -0.489 -0.489 0.000
212  u4   |  t1     2 est.std.all -0.008 -0.008 0.000
213  u5   |  t1     2 est.std.all  0.123  0.123 0.000
214  u6   |  t1     2 est.std.all  0.309  0.309 0.000
215  f1  ~~  f1     2 est.std.all  0.364  0.364 0.000
216  f2  ~~  f2     2 est.std.all  0.364  0.364 0.000
217  f1  ~~  f2     2 est.std.all -0.067 -0.067 0.000
218  u1 ~*~  u1     2 est.std.all  1.000  1.000 0.000
219  u2 ~*~  u2     2 est.std.all  1.000  1.000 0.000
220  u4 ~*~  u4     2 est.std.all  1.000  1.000 0.000
221  u5 ~*~  u5     2 est.std.all  1.000  1.000 0.000
222  u6 ~*~  u6     2 est.std.all  1.000  1.000 0.000
223  f1  ~1         2 est.std.all -0.162 -0.162 0.000
224  f2  ~1         2 est.std.all -0.023 -0.023 0.000
225  f1  =~  u1     1 est.std.nox  0.936  0.936 0.000
226  f1  =~  u2     1 est.std.nox  0.917  0.917 0.000
227  f1  =~  u3     1 est.std.nox  0.926  0.926 0.000
228  f2  =~  u4     1 est.std.nox  0.923  0.923 0.000
229  f2  =~  u5     1 est.std.nox  0.924  0.924 0.000
230  f2  =~  u6     1 est.std.nox  0.919  0.919 0.000
231  f1   ~  x1     1 est.std.nox  0.368  0.368 0.000
232  f1   ~  x2     1 est.std.nox  0.406  0.406 0.000
233  f1   ~  x3     1 est.std.nox  0.494  0.494 0.000
234  f2   ~  x1     1 est.std.nox  0.482  0.482 0.000
235  f2   ~  x2     1 est.std.nox  0.463  0.463 0.000
236  f2   ~  x3     1 est.std.nox  0.337  0.337 0.000
237  u3   |  t1     1 est.std.nox -0.160 -0.160 0.000
238  u3 ~*~  u3     1 est.std.nox  1.000  1.000 0.000
239  u1   |  t1     1 est.std.nox -0.624 -0.624 0.000
240  u2   |  t1     1 est.std.nox -0.378 -0.378 0.000
241  u4   |  t1     1 est.std.nox -0.009 -0.009 0.000
242  u5   |  t1     1 est.std.nox  0.137  0.137 0.000
243  u6   |  t1     1 est.std.nox  0.347  0.347 0.000
244  f1  ~~  f1     1 est.std.nox  0.402  0.402 0.000
245  f2  ~~  f2     1 est.std.nox  0.388  0.388 0.000
246  f1  ~~  f2     1 est.std.nox  0.007  0.007 0.000
247  u1 ~*~  u1     1 est.std.nox  1.000  1.000 0.000
248  u2 ~*~  u2     1 est.std.nox  1.000  1.000 0.000
249  u4 ~*~  u4     1 est.std.nox  1.000  1.000 0.000
250  u5 ~*~  u5     1 est.std.nox  1.000  1.000 0.000
251  u6 ~*~  u6     1 est.std.nox  1.000  1.000 0.000
252  f1  =~  u1     2 est.std.nox  0.943  0.943 0.000
253  f1  =~  u2     2 est.std.nox  0.927  0.927 0.000
254  f1  =~  u3     2 est.std.nox  0.689  0.689 0.000
255  f2  =~  u4     2 est.std.nox  0.939  0.939 0.000
256  f2  =~  u5     2 est.std.nox  0.937  0.937 0.000
257  f2  =~  u6     2 est.std.nox  0.926  0.926 0.000
258  f1   ~  x1     2 est.std.nox  0.374  0.374 0.000
259  f1   ~  x2     2 est.std.nox  0.444  0.444 0.000
260  f1   ~  x3     2 est.std.nox  0.492  0.492 0.000
261  f2   ~  x1     2 est.std.nox  0.517  0.517 0.000
262  f2   ~  x2     2 est.std.nox  0.429  0.429 0.000
263  f2   ~  x3     2 est.std.nox  0.351  0.351 0.000
264  u3   |  t1     2 est.std.nox  0.359  0.359 0.000
265  u3 ~*~  u3     2 est.std.nox  1.000  1.000 0.000
266  u1   |  t1     2 est.std.nox -0.805 -0.805 0.000
267  u2   |  t1     2 est.std.nox -0.489 -0.489 0.000
268  u4   |  t1     2 est.std.nox -0.008 -0.008 0.000
269  u5   |  t1     2 est.std.nox  0.123  0.123 0.000
270  u6   |  t1     2 est.std.nox  0.309  0.309 0.000
271  f1  ~~  f1     2 est.std.nox  0.364  0.364 0.000
272  f2  ~~  f2     2 est.std.nox  0.364  0.364 0.000
273  f1  ~~  f2     2 est.std.nox -0.067 -0.067 0.000
274  u1 ~*~  u1     2 est.std.nox  1.000  1.000 0.000
275  u2 ~*~  u2     2 est.std.nox  1.000  1.000 0.000
276  u4 ~*~  u4     2 est.std.nox  1.000  1.000 0.000
277  u5 ~*~  u5     2 est.std.nox  1.000  1.000 0.000
278  u6 ~*~  u6     2 est.std.nox  1.000  1.000 0.000
279  f1  ~1         2 est.std.nox -0.162 -0.162 0.000
280  f2  ~1         2 est.std.nox -0.023 -0.023 0.000

                             fit      lav      mpl     delta
1                           npar   37.000   37.000     0.000
2                           fmin    0.005       NA        NA
3                          chisq   21.350   32.788   -11.438
4                             df   41.000   41.000     0.000
5                         pvalue    0.995    0.816     0.179
6                   chisq.scaled   32.788   32.788     0.000
7                      df.scaled   41.000   41.000     0.000
8                  pvalue.scaled    0.816    0.816     0.000
9           chisq.scaling.factor    0.651    0.652    -0.001
10                baseline.chisq 3503.156 7988.381 -4485.225
11                   baseline.df   30.000   66.000   -36.000
12               baseline.pvalue    0.000    0.000     0.000
13         baseline.chisq.scaled 3506.371 7988.381 -4482.010
14            baseline.df.scaled   30.000   66.000   -36.000
15        baseline.pvalue.scaled    0.000    0.000     0.000
16 baseline.chisq.scaling.factor    0.999       NA        NA
17                           cfi    1.000    1.000     0.000
18                           tli    1.004    1.002     0.002
19                    cfi.scaled    1.000    1.000     0.000
20                    tli.scaled    1.002    1.002     0.000
21                    cfi.robust       NA       NA        NA
22                    tli.robust       NA       NA        NA
23                          nnfi    1.004       NA        NA
24                           rfi       NA       NA        NA
25                           nfi       NA       NA        NA
26                          pnfi    1.358       NA        NA
27                           ifi    1.006       NA        NA
28                           rni    1.006       NA        NA
29                   nnfi.scaled    1.002       NA        NA
30                    rfi.scaled       NA       NA        NA
31                    nfi.scaled       NA       NA        NA
32                   pnfi.scaled    1.354       NA        NA
33                    ifi.scaled    1.002       NA        NA
34                    rni.scaled    1.002       NA        NA
35                   nnfi.robust       NA       NA        NA
36                    rni.robust       NA       NA        NA
37                         rmsea    0.000    0.000     0.000
38                rmsea.ci.lower    0.000    0.000     0.000
39                rmsea.ci.upper    0.000    0.013    -0.013
40                rmsea.ci.level    0.900       NA        NA
41                  rmsea.pvalue    1.000    1.000     0.000
42                rmsea.close.h0    0.050       NA        NA
43         rmsea.notclose.pvalue    0.000       NA        NA
44             rmsea.notclose.h0    0.080       NA        NA
45                  rmsea.scaled    0.000    0.000     0.000
46         rmsea.ci.lower.scaled    0.000    0.000     0.000
47         rmsea.ci.upper.scaled    0.017    0.013     0.004
48           rmsea.pvalue.scaled    1.000    1.000     0.000
49  rmsea.notclose.pvalue.scaled    0.000       NA        NA
50                  rmsea.robust       NA       NA        NA
51         rmsea.ci.lower.robust       NA       NA        NA
52         rmsea.ci.upper.robust       NA       NA        NA
53           rmsea.pvalue.robust       NA       NA        NA
54  rmsea.notclose.pvalue.robust       NA       NA        NA
55                           rmr    0.024       NA        NA
56                    rmr_nomean    0.027       NA        NA
57                          srmr    0.027    0.016     0.011
58                  srmr_bentler    0.024       NA        NA
59           srmr_bentler_nomean    0.027       NA        NA
60                          crmr    0.029       NA        NA
61                   crmr_nomean    0.034       NA        NA
62                    srmr_mplus       NA       NA        NA
63             srmr_mplus_nomean       NA       NA        NA
64                         cn_05 5863.375       NA        NA
65                         cn_01 6687.788       NA        NA
66                           gfi    0.998       NA        NA
67                          agfi    0.996       NA        NA
68                          pgfi    0.524       NA        NA
69                           mfi    1.004       NA        NA
70                          wrmr    0.740       NA        NA
