# lavaan TESTsuite -- lavaan version  0.6-17 
# date:  Sat Jan 20 20:49:59 2024 
# file:  ex5.16.WLS.out 

    lhs  op rhs group        type    lav    mpl delta
102  u6   |  t1     2          se  0.047  0.047 0.000
103  f1  ~~  f1     2          se  0.176  0.176 0.000
104  f2  ~~  f2     2          se  0.220  0.220 0.000
105  f1  ~~  f2     2          se  0.036  0.036 0.000
106  u1 ~*~  u1     2          se  0.225  0.225 0.000
107  u2 ~*~  u2     2          se  0.255  0.254 0.001
108  u4 ~*~  u4     2          se  0.150  0.149 0.001
109  u5 ~*~  u5     2          se  0.150  0.150 0.000
110  u6 ~*~  u6     2          se  0.138  0.138 0.000
111  f1  ~1         2          se  0.121  0.121 0.000
112  f2  ~1         2          se  0.061  0.061 0.000
113  f1  =~  u1     1     est.std  1.353  1.353 0.000
114  f1  =~  u2     1     est.std  1.304  1.304 0.000
115  f1  =~  u3     1     est.std  1.334  1.334 0.000
116  f2  =~  u4     1     est.std  1.328  1.328 0.000
117  f2  =~  u5     1     est.std  1.332  1.332 0.000
118  f2  =~  u6     1     est.std  1.323  1.323 0.000
119  f1   ~  x1     1     est.std  0.363  0.363 0.000
120  f1   ~  x2     1     est.std  0.402  0.402 0.000
121  f1   ~  x3     1     est.std  0.497  0.497 0.000
122  f2   ~  x1     1     est.std  0.480  0.480 0.000
123  f2   ~  x2     1     est.std  0.461  0.461 0.000
124  f2   ~  x3     1     est.std  0.335  0.335 0.000
125  u3   |  t1     1     est.std -0.230 -0.230 0.000
126  u3 ~*~  u3     1     est.std  1.000  1.000 0.000
127  u1   |  t1     1     est.std -0.915 -0.915 0.000
128  u2   |  t1     1     est.std -0.524 -0.524 0.000
129  u4   |  t1     1     est.std -0.004 -0.004 0.000
130  u5   |  t1     1     est.std  0.197  0.197 0.000
131  u6   |  t1     1     est.std  0.482  0.482 0.000
132  f1  ~~  f1     1     est.std  0.406  0.406 0.000
133  f2  ~~  f2     1     est.std  0.394  0.394 0.000
134  f1  ~~  f2     1     est.std  0.016  0.016 0.000
135  u1 ~*~  u1     1     est.std  1.000  1.000 0.000
136  u2 ~*~  u2     1     est.std  1.000  1.000 0.000
137  u4 ~*~  u4     1     est.std  1.000  1.000 0.000
138  u5 ~*~  u5     1     est.std  1.000  1.000 0.000
139  u6 ~*~  u6     1     est.std  1.000  1.000 0.000
140  f1  =~  u1     2     est.std  1.136  1.136 0.000
141  f1  =~  u2     2     est.std  1.095  1.095 0.000
142  f1  =~  u3     2     est.std  0.826  0.826 0.000
143  f2  =~  u4     2     est.std  1.411  1.411 0.000
144  f2  =~  u5     2     est.std  1.415  1.415 0.000
145  f2  =~  u6     2     est.std  1.405  1.405 0.000
146  f1   ~  x1     2     est.std  0.369  0.369 0.000
147  f1   ~  x2     2     est.std  0.442  0.442 0.000
148  f1   ~  x3     2     est.std  0.495  0.495 0.000
149  f2   ~  x1     2     est.std  0.510  0.510 0.000
150  f2   ~  x2     2     est.std  0.433  0.433 0.000
151  f2   ~  x3     2     est.std  0.348  0.348 0.000
152  u3   |  t1     2     est.std  0.469  0.469 0.000
153  u3 ~*~  u3     2     est.std  1.000  1.000 0.000
154  u1   |  t1     2     est.std -0.915 -0.915 0.000
155  u2   |  t1     2     est.std -0.524 -0.524 0.000
156  u4   |  t1     2     est.std -0.004 -0.004 0.000
157  u5   |  t1     2     est.std  0.197  0.197 0.000
158  u6   |  t1     2     est.std  0.482  0.482 0.000
159  f1  ~~  f1     2     est.std  0.367  0.367 0.000
160  f2  ~~  f2     2     est.std  0.370  0.370 0.000
161  f1  ~~  f2     2     est.std -0.072 -0.072 0.000
162  u1 ~*~  u1     2     est.std  1.253  1.253 0.000
163  u2 ~*~  u2     2     est.std  1.257  1.257 0.000
164  u4 ~*~  u4     2     est.std  1.003  1.003 0.000
165  u5 ~*~  u5     2     est.std  0.999  0.999 0.000
166  u6 ~*~  u6     2     est.std  0.974  0.974 0.000
167  f1  ~1         2     est.std -0.121 -0.121 0.000
168  f2  ~1         2     est.std -0.014 -0.014 0.000
169  f1  =~  u1     1 est.std.all  0.936  0.936 0.000
170  f1  =~  u2     1 est.std.all  0.920  0.920 0.000
171  f1  =~  u3     1 est.std.all  0.930  0.930 0.000
172  f2  =~  u4     1 est.std.all  0.923  0.923 0.000
173  f2  =~  u5     1 est.std.all  0.925  0.925 0.000
174  f2  =~  u6     1 est.std.all  0.921  0.921 0.000
175  f1   ~  x1     1 est.std.all  0.360  0.360 0.000
176  f1   ~  x2     1 est.std.all  0.412  0.412 0.000
177  f1   ~  x3     1 est.std.all  0.520  0.520 0.000
178  f2   ~  x1     1 est.std.all  0.476  0.476 0.000
179  f2   ~  x2     1 est.std.all  0.472  0.472 0.000
180  f2   ~  x3     1 est.std.all  0.350  0.350 0.000
181  u3   |  t1     1 est.std.all -0.160 -0.160 0.000
182  u3 ~*~  u3     1 est.std.all  1.000  1.000 0.000
183  u1   |  t1     1 est.std.all -0.633 -0.633 0.000
184  u2   |  t1     1 est.std.all -0.370 -0.370 0.000
185  u4   |  t1     1 est.std.all -0.003 -0.003 0.000
186  u5   |  t1     1 est.std.all  0.137  0.137 0.000
187  u6   |  t1     1 est.std.all  0.336  0.336 0.000
188  f1  ~~  f1     1 est.std.all  0.406  0.406 0.000
189  f2  ~~  f2     1 est.std.all  0.394  0.394 0.000
190  f1  ~~  f2     1 est.std.all  0.016  0.016 0.000
191  u1 ~*~  u1     1 est.std.all  1.000  1.000 0.000
192  u2 ~*~  u2     1 est.std.all  1.000  1.000 0.000
193  u4 ~*~  u4     1 est.std.all  1.000  1.000 0.000
194  u5 ~*~  u5     1 est.std.all  1.000  1.000 0.000
195  u6 ~*~  u6     1 est.std.all  1.000  1.000 0.000
196  f1  =~  u1     2 est.std.all  0.942  0.942 0.000
197  f1  =~  u2     2 est.std.all  0.928  0.928 0.000
198  f1  =~  u3     2 est.std.all  0.691  0.691 0.000
199  f2  =~  u4     2 est.std.all  0.941  0.941 0.000
200  f2  =~  u5     2 est.std.all  0.940  0.940 0.000
201  f2  =~  u6     2 est.std.all  0.927  0.927 0.000
202  f1   ~  x1     2 est.std.all  0.382  0.382 0.000
203  f1   ~  x2     2 est.std.all  0.443  0.443 0.000
204  f1   ~  x3     2 est.std.all  0.505  0.505 0.000
205  f2   ~  x1     2 est.std.all  0.528  0.528 0.000
206  f2   ~  x2     2 est.std.all  0.433  0.433 0.000
207  f2   ~  x3     2 est.std.all  0.356  0.356 0.000
208  u3   |  t1     2 est.std.all  0.392  0.392 0.000
209  u3 ~*~  u3     2 est.std.all  1.000  1.000 0.000
210  u1   |  t1     2 est.std.all -0.759 -0.759 0.000
211  u2   |  t1     2 est.std.all -0.444 -0.444 0.000
212  u4   |  t1     2 est.std.all -0.003 -0.003 0.000
213  u5   |  t1     2 est.std.all  0.131  0.131 0.000
214  u6   |  t1     2 est.std.all  0.318  0.318 0.000
215  f1  ~~  f1     2 est.std.all  0.367  0.367 0.000
216  f2  ~~  f2     2 est.std.all  0.370  0.370 0.000
217  f1  ~~  f2     2 est.std.all -0.072 -0.072 0.000
218  u1 ~*~  u1     2 est.std.all  1.000  1.000 0.000
219  u2 ~*~  u2     2 est.std.all  1.000  1.000 0.000
220  u4 ~*~  u4     2 est.std.all  1.000  1.000 0.000
221  u5 ~*~  u5     2 est.std.all  1.000  1.000 0.000
222  u6 ~*~  u6     2 est.std.all  1.000  1.000 0.000
223  f1  ~1         2 est.std.all -0.121 -0.121 0.000
224  f2  ~1         2 est.std.all -0.014 -0.014 0.000
225  f1  =~  u1     1 est.std.nox  0.936  0.936 0.000
226  f1  =~  u2     1 est.std.nox  0.920  0.920 0.000
227  f1  =~  u3     1 est.std.nox  0.930  0.930 0.000
228  f2  =~  u4     1 est.std.nox  0.923  0.923 0.000
229  f2  =~  u5     1 est.std.nox  0.925  0.925 0.000
230  f2  =~  u6     1 est.std.nox  0.921  0.921 0.000
231  f1   ~  x1     1 est.std.nox  0.363  0.363 0.000
232  f1   ~  x2     1 est.std.nox  0.402  0.402 0.000
233  f1   ~  x3     1 est.std.nox  0.497  0.497 0.000
234  f2   ~  x1     1 est.std.nox  0.480  0.480 0.000
235  f2   ~  x2     1 est.std.nox  0.461  0.461 0.000
236  f2   ~  x3     1 est.std.nox  0.335  0.335 0.000
237  u3   |  t1     1 est.std.nox -0.160 -0.160 0.000
238  u3 ~*~  u3     1 est.std.nox  1.000  1.000 0.000
239  u1   |  t1     1 est.std.nox -0.633 -0.633 0.000
240  u2   |  t1     1 est.std.nox -0.370 -0.370 0.000
241  u4   |  t1     1 est.std.nox -0.003 -0.003 0.000
242  u5   |  t1     1 est.std.nox  0.137  0.137 0.000
243  u6   |  t1     1 est.std.nox  0.336  0.336 0.000
244  f1  ~~  f1     1 est.std.nox  0.406  0.406 0.000
245  f2  ~~  f2     1 est.std.nox  0.394  0.394 0.000
246  f1  ~~  f2     1 est.std.nox  0.016  0.016 0.000
247  u1 ~*~  u1     1 est.std.nox  1.000  1.000 0.000
248  u2 ~*~  u2     1 est.std.nox  1.000  1.000 0.000
249  u4 ~*~  u4     1 est.std.nox  1.000  1.000 0.000
250  u5 ~*~  u5     1 est.std.nox  1.000  1.000 0.000
251  u6 ~*~  u6     1 est.std.nox  1.000  1.000 0.000
252  f1  =~  u1     2 est.std.nox  0.942  0.942 0.000
253  f1  =~  u2     2 est.std.nox  0.928  0.928 0.000
254  f1  =~  u3     2 est.std.nox  0.691  0.691 0.000
255  f2  =~  u4     2 est.std.nox  0.941  0.941 0.000
256  f2  =~  u5     2 est.std.nox  0.940  0.940 0.000
257  f2  =~  u6     2 est.std.nox  0.927  0.927 0.000
258  f1   ~  x1     2 est.std.nox  0.369  0.369 0.000
259  f1   ~  x2     2 est.std.nox  0.442  0.442 0.000
260  f1   ~  x3     2 est.std.nox  0.495  0.495 0.000
261  f2   ~  x1     2 est.std.nox  0.510  0.510 0.000
262  f2   ~  x2     2 est.std.nox  0.433  0.433 0.000
263  f2   ~  x3     2 est.std.nox  0.348  0.348 0.000
264  u3   |  t1     2 est.std.nox  0.392  0.392 0.000
265  u3 ~*~  u3     2 est.std.nox  1.000  1.000 0.000
266  u1   |  t1     2 est.std.nox -0.759 -0.759 0.000
267  u2   |  t1     2 est.std.nox -0.444 -0.444 0.000
268  u4   |  t1     2 est.std.nox -0.003 -0.003 0.000
269  u5   |  t1     2 est.std.nox  0.131  0.131 0.000
270  u6   |  t1     2 est.std.nox  0.318  0.318 0.000
271  f1  ~~  f1     2 est.std.nox  0.367  0.367 0.000
272  f2  ~~  f2     2 est.std.nox  0.370  0.370 0.000
273  f1  ~~  f2     2 est.std.nox -0.072 -0.072 0.000
274  u1 ~*~  u1     2 est.std.nox  1.000  1.000 0.000
275  u2 ~*~  u2     2 est.std.nox  1.000  1.000 0.000
276  u4 ~*~  u4     2 est.std.nox  1.000  1.000 0.000
277  u5 ~*~  u5     2 est.std.nox  1.000  1.000 0.000
278  u6 ~*~  u6     2 est.std.nox  1.000  1.000 0.000
279  f1  ~1         2 est.std.nox -0.121 -0.121 0.000
280  f2  ~1         2 est.std.nox -0.014 -0.014 0.000

                     fit      lav      mpl     delta
1                   npar   37.000   37.000     0.000
2                   fmin    0.009       NA        NA
3                  chisq   38.175   38.209    -0.034
4                     df   41.000   41.000     0.000
5                 pvalue    0.597    0.595     0.002
6         baseline.chisq 2525.337 5101.227 -2575.890
7            baseline.df   30.000   66.000   -36.000
8        baseline.pvalue    0.000    0.000     0.000
9                    cfi    1.000    1.000     0.000
10                   tli    1.001    1.001     0.000
11                  nnfi    1.001       NA        NA
12                   rfi       NA       NA        NA
13                   nfi       NA       NA        NA
14                  pnfi    1.346       NA        NA
15                   ifi    1.001       NA        NA
16                   rni    1.001       NA        NA
17                 rmsea    0.000    0.000     0.000
18        rmsea.ci.lower    0.000    0.000     0.000
19        rmsea.ci.upper    0.018    0.019    -0.001
20        rmsea.ci.level    0.900       NA        NA
21          rmsea.pvalue    1.000    1.000     0.000
22        rmsea.close.h0    0.050       NA        NA
23 rmsea.notclose.pvalue    0.000       NA        NA
24     rmsea.notclose.h0    0.080       NA        NA
25                   rmr    0.025       NA        NA
26            rmr_nomean    0.027       NA        NA
27          srmr_bentler    0.025       NA        NA
28   srmr_bentler_nomean    0.027       NA        NA
29                  crmr    0.029       NA        NA
30           crmr_nomean    0.034       NA        NA
31            srmr_mplus       NA       NA        NA
32     srmr_mplus_nomean       NA       NA        NA
33                 cn_05 3279.599       NA        NA
34                 cn_01 3740.661       NA        NA
35                   gfi    0.994       NA        NA
36                  agfi    0.988       NA        NA
37                  pgfi    0.522       NA        NA
38                   mfi    1.001       NA        NA
39                  wrmr    0.989       NA        NA
