# lavaan TESTsuite -- lavaan version  0.6-18 
# date:  Wed Jan 17 15:22:03 2024 
# file:  ex5.16_nox.ULSMV.out 

    lhs  op rhs group        type    lav    mpl  delta
125  f1  ~~  f2     2     est.std  0.598  0.598  0.000
126  u1 ~*~  u1     2     est.std  1.194  1.194  0.000
127  u2 ~*~  u2     2     est.std  1.218  1.218  0.000
128  u4 ~*~  u4     2     est.std  0.966  0.966  0.000
129  u5 ~*~  u5     2     est.std  0.955  0.955  0.000
130  u6 ~*~  u6     2     est.std  0.931  0.931  0.000
131  f1  ~1         2     est.std -0.169 -0.169  0.000
132  f2  ~1         2     est.std -0.054 -0.054  0.000
133  f1  =~  u1     1 est.std.all  0.937  0.937  0.000
134  f1  =~  u2     1 est.std.all  0.902  0.902  0.000
135  f1  =~  u3     1 est.std.all  0.942  0.942  0.000
136  f2  =~  u4     1 est.std.all  0.920  0.920  0.000
137  f2  =~  u5     1 est.std.all  0.918  0.918  0.000
138  f2  =~  u6     1 est.std.all  0.930  0.930  0.000
139  u3   |  t1     1 est.std.all -0.171 -0.171  0.000
140  u3 ~*~  u3     1 est.std.all  1.000  1.000  0.000
141  u1   |  t1     1 est.std.all -0.643 -0.643  0.000
142  u2   |  t1     1 est.std.all -0.375 -0.375  0.000
143  u4   |  t1     1 est.std.all -0.018 -0.017 -0.001
144  u5   |  t1     1 est.std.all  0.127  0.126  0.001
145  u6   |  t1     1 est.std.all  0.331  0.331  0.000
146  f1  ~~  f1     1 est.std.all  1.000  1.000  0.000
147  f2  ~~  f2     1 est.std.all  1.000  1.000  0.000
148  f1  ~~  f2     1 est.std.all  0.596  0.596  0.000
149  u1 ~*~  u1     1 est.std.all  1.000  1.000  0.000
150  u2 ~*~  u2     1 est.std.all  1.000  1.000  0.000
151  u4 ~*~  u4     1 est.std.all  1.000  1.000  0.000
152  u5 ~*~  u5     1 est.std.all  1.000  1.000  0.000
153  u6 ~*~  u6     1 est.std.all  1.000  1.000  0.000
154  f1  =~  u1     2 est.std.all  0.935  0.935  0.000
155  f1  =~  u2     2 est.std.all  0.919  0.919  0.000
156  f1  =~  u3     2 est.std.all  0.698  0.698  0.000
157  f2  =~  u4     2 est.std.all  0.944  0.944  0.000
158  f2  =~  u5     2 est.std.all  0.931  0.931  0.000
159  f2  =~  u6     2 est.std.all  0.919  0.919  0.000
160  u3   |  t1     2 est.std.all  0.385  0.385  0.000
161  u3 ~*~  u3     2 est.std.all  1.000  1.000  0.000
162  u1   |  t1     2 est.std.all -0.768 -0.768  0.000
163  u2   |  t1     2 est.std.all -0.456 -0.456  0.000
164  u4   |  t1     2 est.std.all -0.017 -0.017  0.000
165  u5   |  t1     2 est.std.all  0.121  0.120  0.001
166  u6   |  t1     2 est.std.all  0.308  0.308  0.000
167  f1  ~~  f1     2 est.std.all  1.000  1.000  0.000
168  f2  ~~  f2     2 est.std.all  1.000  1.000  0.000
169  f1  ~~  f2     2 est.std.all  0.598  0.598  0.000
170  u1 ~*~  u1     2 est.std.all  1.000  1.000  0.000
171  u2 ~*~  u2     2 est.std.all  1.000  1.000  0.000
172  u4 ~*~  u4     2 est.std.all  1.000  1.000  0.000
173  u5 ~*~  u5     2 est.std.all  1.000  1.000  0.000
174  u6 ~*~  u6     2 est.std.all  1.000  1.000  0.000
175  f1  ~1         2 est.std.all -0.169 -0.169  0.000
176  f2  ~1         2 est.std.all -0.054 -0.054  0.000
177  f1  =~  u1     1 est.std.nox  0.937  0.937  0.000
178  f1  =~  u2     1 est.std.nox  0.902  0.902  0.000
179  f1  =~  u3     1 est.std.nox  0.942  0.942  0.000
180  f2  =~  u4     1 est.std.nox  0.920  0.920  0.000
181  f2  =~  u5     1 est.std.nox  0.918  0.918  0.000
182  f2  =~  u6     1 est.std.nox  0.930  0.930  0.000
183  u3   |  t1     1 est.std.nox -0.171 -0.171  0.000
184  u3 ~*~  u3     1 est.std.nox  1.000  1.000  0.000
185  u1   |  t1     1 est.std.nox -0.643 -0.643  0.000
186  u2   |  t1     1 est.std.nox -0.375 -0.375  0.000
187  u4   |  t1     1 est.std.nox -0.018 -0.017 -0.001
188  u5   |  t1     1 est.std.nox  0.127  0.126  0.001
189  u6   |  t1     1 est.std.nox  0.331  0.331  0.000
190  f1  ~~  f1     1 est.std.nox  1.000  1.000  0.000
191  f2  ~~  f2     1 est.std.nox  1.000  1.000  0.000
192  f1  ~~  f2     1 est.std.nox  0.596  0.596  0.000
193  u1 ~*~  u1     1 est.std.nox  1.000  1.000  0.000
194  u2 ~*~  u2     1 est.std.nox  1.000  1.000  0.000
195  u4 ~*~  u4     1 est.std.nox  1.000  1.000  0.000
196  u5 ~*~  u5     1 est.std.nox  1.000  1.000  0.000
197  u6 ~*~  u6     1 est.std.nox  1.000  1.000  0.000
198  f1  =~  u1     2 est.std.nox  0.935  0.935  0.000
199  f1  =~  u2     2 est.std.nox  0.919  0.919  0.000
200  f1  =~  u3     2 est.std.nox  0.698  0.698  0.000
201  f2  =~  u4     2 est.std.nox  0.944  0.944  0.000
202  f2  =~  u5     2 est.std.nox  0.931  0.931  0.000
203  f2  =~  u6     2 est.std.nox  0.919  0.919  0.000
204  u3   |  t1     2 est.std.nox  0.385  0.385  0.000
205  u3 ~*~  u3     2 est.std.nox  1.000  1.000  0.000
206  u1   |  t1     2 est.std.nox -0.768 -0.768  0.000
207  u2   |  t1     2 est.std.nox -0.456 -0.456  0.000
208  u4   |  t1     2 est.std.nox -0.017 -0.017  0.000
209  u5   |  t1     2 est.std.nox  0.121  0.120  0.001
210  u6   |  t1     2 est.std.nox  0.308  0.308  0.000
211  f1  ~~  f1     2 est.std.nox  1.000  1.000  0.000
212  f2  ~~  f2     2 est.std.nox  1.000  1.000  0.000
213  f1  ~~  f2     2 est.std.nox  0.598  0.598  0.000
214  u1 ~*~  u1     2 est.std.nox  1.000  1.000  0.000
215  u2 ~*~  u2     2 est.std.nox  1.000  1.000  0.000
216  u4 ~*~  u4     2 est.std.nox  1.000  1.000  0.000
217  u5 ~*~  u5     2 est.std.nox  1.000  1.000  0.000
218  u6 ~*~  u6     2 est.std.nox  1.000  1.000  0.000
219  f1  ~1         2 est.std.nox -0.169 -0.169  0.000
220  f2  ~1         2 est.std.nox -0.054 -0.054  0.000

                             fit       lav      mpl    delta
1                           npar    25.000   25.000    0.000
2                           fmin     0.001       NA       NA
3                          chisq     5.170    8.518   -3.348
4                             df    17.000   17.000    0.000
5                         pvalue        NA    0.954       NA
6                   chisq.scaled     8.747    8.518    0.229
7                      df.scaled    17.000   17.000    0.000
8                  pvalue.scaled     0.948    0.954   -0.006
9           chisq.scaling.factor     0.824       NA       NA
10                baseline.chisq 13786.122 5805.885 7980.237
11                   baseline.df    30.000   30.000    0.000
12               baseline.pvalue        NA    0.000       NA
13         baseline.chisq.scaled  5799.726 5805.885   -6.159
14            baseline.df.scaled    30.000   30.000    0.000
15        baseline.pvalue.scaled     0.000    0.000    0.000
16 baseline.chisq.scaling.factor     2.382       NA       NA
17                           cfi     1.000    1.000    0.000
18                           tli     1.002    1.003   -0.001
19                    cfi.scaled     1.000    1.000    0.000
20                    tli.scaled     1.003    1.003    0.000
21                    cfi.robust        NA       NA       NA
22                    tli.robust        NA       NA       NA
23                          nnfi     1.002       NA       NA
24                           rfi     0.999       NA       NA
25                           nfi     1.000       NA       NA
26                          pnfi     0.566       NA       NA
27                           ifi     1.001       NA       NA
28                           rni     1.001       NA       NA
29                   nnfi.scaled     1.003       NA       NA
30                    rfi.scaled     0.997       NA       NA
31                    nfi.scaled     0.998       NA       NA
32                   pnfi.scaled     0.566       NA       NA
33                    ifi.scaled     1.001       NA       NA
34                    rni.scaled     1.001       NA       NA
35                   nnfi.robust        NA       NA       NA
36                    rni.robust        NA       NA       NA
37                         rmsea     0.000    0.000    0.000
38                rmsea.ci.lower     0.000    0.000    0.000
39                rmsea.ci.upper     0.000    0.000    0.000
40                rmsea.ci.level     0.900       NA       NA
41                  rmsea.pvalue     1.000    1.000    0.000
42                rmsea.close.h0     0.050       NA       NA
43         rmsea.notclose.pvalue     0.000       NA       NA
44             rmsea.notclose.h0     0.080       NA       NA
45                  rmsea.scaled     0.000    0.000    0.000
46         rmsea.ci.lower.scaled     0.000    0.000    0.000
47         rmsea.ci.upper.scaled     0.003    0.000    0.003
48           rmsea.pvalue.scaled     1.000    1.000    0.000
49  rmsea.notclose.pvalue.scaled     0.000       NA       NA
50                  rmsea.robust        NA       NA       NA
51         rmsea.ci.lower.robust        NA       NA       NA
52         rmsea.ci.upper.robust        NA       NA       NA
53           rmsea.pvalue.robust        NA       NA       NA
54  rmsea.notclose.pvalue.robust        NA       NA       NA
55                           rmr     0.009       NA       NA
56                    rmr_nomean     0.010       NA       NA
57                  srmr_bentler     0.009       NA       NA
58           srmr_bentler_nomean     0.010       NA       NA
59                          crmr     0.011       NA       NA
60                   crmr_nomean     0.012       NA       NA
61                    srmr_mplus        NA       NA       NA
62             srmr_mplus_nomean        NA       NA       NA
63                         cn_05 11730.553       NA       NA
64                         cn_01 14205.774       NA       NA
65                           gfi     1.000       NA       NA
66                          agfi     0.999       NA       NA
67                          pgfi     0.405       NA       NA
68                           mfi     1.003       NA       NA
69                          wrmr     0.496       NA       NA
