# lavaan TESTsuite -- lavaan version  0.6-18 
# date:  Wed Jan 17 15:21:43 2024 
# file:  ex5.16.ULSMV.out 

    lhs  op rhs group        type    lav    mpl  delta
80   u2 ~*~  u2     1          se  0.000  0.000  0.000
81   u4 ~*~  u4     1          se  0.000  0.000  0.000
82   u5 ~*~  u5     1          se  0.000  0.000  0.000
83   u6 ~*~  u6     1          se  0.000  0.000  0.000
84   f1  =~  u1     2          se  0.000  0.000  0.000
85   f1  =~  u2     2          se  0.055  0.055  0.000
86   f1  =~  u3     2          se  0.149  0.149  0.000
87   f2  =~  u4     2          se  0.000  0.000  0.000
88   f2  =~  u5     2          se  0.045  0.045  0.000
89   f2  =~  u6     2          se  0.049  0.049  0.000
90   f1   ~  x1     2          se  0.085  0.085  0.000
91   f1   ~  x2     2          se  0.099  0.099  0.000
92   f1   ~  x3     2          se  0.110  0.110  0.000
93   f2   ~  x1     2          se  0.116  0.116  0.000
94   f2   ~  x2     2          se  0.100  0.100  0.000
95   f2   ~  x3     2          se  0.084  0.084  0.000
96   u3   |  t1     2          se  0.115  0.115  0.000
97   u3 ~*~  u3     2          se  0.000  0.000  0.000
98   u1   |  t1     2          se  0.057  0.057  0.000
99   u2   |  t1     2          se  0.052  0.052  0.000
100  u4   |  t1     2          se  0.045  0.045  0.000
101  u5   |  t1     2          se  0.042  0.042  0.000
102  u6   |  t1     2          se  0.049  0.049  0.000
103  f1  ~~  f1     2          se  0.181  0.180  0.001
104  f2  ~~  f2     2          se  0.236  0.236  0.000
105  f1  ~~  f2     2          se  0.038  0.038  0.000
106  u1 ~*~  u1     2          se  0.246  0.245  0.001
107  u2 ~*~  u2     2          se  0.263  0.263  0.000
108  u4 ~*~  u4     2          se  0.143  0.143  0.000
109  u5 ~*~  u5     2          se  0.141  0.141  0.000
110  u6 ~*~  u6     2          se  0.133  0.133  0.000
111  f1  ~1         2          se  0.125  0.125  0.000
112  f2  ~1         2          se  0.063  0.063  0.000
113  f1  =~  u1     1     est.std  1.342  1.342  0.000
114  f1  =~  u2     1     est.std  1.320  1.320  0.000
115  f1  =~  u3     1     est.std  1.322  1.322  0.000
116  f2  =~  u4     1     est.std  1.326  1.326  0.000
117  f2  =~  u5     1     est.std  1.332  1.332  0.000
118  f2  =~  u6     1     est.std  1.337  1.337  0.000
119  f1   ~  x1     1     est.std  0.369  0.369  0.000
120  f1   ~  x2     1     est.std  0.406  0.406  0.000
121  f1   ~  x3     1     est.std  0.495  0.495  0.000
122  f2   ~  x1     1     est.std  0.483  0.483  0.000
123  f2   ~  x2     1     est.std  0.464  0.464  0.000
124  f2   ~  x3     1     est.std  0.337  0.337  0.000
125  u3   |  t1     1     est.std -0.230 -0.230  0.000
126  u3 ~*~  u3     1     est.std  1.000  1.000  0.000
127  u1   |  t1     1     est.std -0.905 -0.905  0.000
128  u2   |  t1     1     est.std -0.536 -0.536  0.000
129  u4   |  t1     1     est.std -0.013 -0.013  0.000
130  u5   |  t1     1     est.std  0.198  0.197  0.001
131  u6   |  t1     1     est.std  0.500  0.500  0.000
132  f1  ~~  f1     1     est.std  0.400  0.400  0.000
133  f2  ~~  f2     1     est.std  0.387  0.387  0.000
134  f1  ~~  f2     1     est.std  0.006  0.006  0.000
135  u1 ~*~  u1     1     est.std  1.000  1.000  0.000
136  u2 ~*~  u2     1     est.std  1.000  1.000  0.000
137  u4 ~*~  u4     1     est.std  1.000  1.000  0.000
138  u5 ~*~  u5     1     est.std  1.000  1.000  0.000
139  u6 ~*~  u6     1     est.std  1.000  1.000  0.000
140  f1  =~  u1     2     est.std  1.120  1.120  0.000
141  f1  =~  u2     2     est.std  1.102  1.102  0.000
142  f1  =~  u3     2     est.std  0.832  0.832  0.000
143  f2  =~  u4     2     est.std  1.481  1.481  0.000
144  f2  =~  u5     2     est.std  1.487  1.488 -0.001
145  f2  =~  u6     2     est.std  1.493  1.493  0.000
146  f1   ~  x1     2     est.std  0.373  0.373  0.000
147  f1   ~  x2     2     est.std  0.444  0.444  0.000
148  f1   ~  x3     2     est.std  0.493  0.493  0.000
149  f2   ~  x1     2     est.std  0.516  0.516  0.000
150  f2   ~  x2     2     est.std  0.430  0.430  0.000
151  f2   ~  x3     2     est.std  0.352  0.352  0.000
152  u3   |  t1     2     est.std  0.462  0.462  0.000
153  u3 ~*~  u3     2     est.std  1.000  1.000  0.000
154  u1   |  t1     2     est.std -0.905 -0.905  0.000
155  u2   |  t1     2     est.std -0.536 -0.536  0.000
156  u4   |  t1     2     est.std -0.013 -0.013  0.000
157  u5   |  t1     2     est.std  0.198  0.197  0.001
158  u6   |  t1     2     est.std  0.500  0.500  0.000
159  f1  ~~  f1     2     est.std  0.365  0.365  0.000
160  f2  ~~  f2     2     est.std  0.362  0.362  0.000
161  f1  ~~  f2     2     est.std -0.071 -0.071  0.000
162  u1 ~*~  u1     2     est.std  1.287  1.287  0.000
163  u2 ~*~  u2     2     est.std  1.254  1.254  0.000
164  u4 ~*~  u4     2     est.std  0.971  0.971  0.000
165  u5 ~*~  u5     2     est.std  0.941  0.941  0.000
166  u6 ~*~  u6     2     est.std  0.916  0.916  0.000
167  f1  ~1         2     est.std -0.122 -0.122  0.000
168  f2  ~1         2     est.std -0.023 -0.023  0.000
169  f1  =~  u1     1 est.std.all  0.931  0.931  0.000
170  f1  =~  u2     1 est.std.all  0.923  0.923  0.000
171  f1  =~  u3     1 est.std.all  0.924  0.924  0.000
172  f2  =~  u4     1 est.std.all  0.920  0.920  0.000
173  f2  =~  u5     1 est.std.all  0.922  0.922  0.000
174  f2  =~  u6     1 est.std.all  0.923  0.923  0.000
175  f1   ~  x1     1 est.std.all  0.365  0.365  0.000
176  f1   ~  x2     1 est.std.all  0.415  0.415  0.000
177  f1   ~  x3     1 est.std.all  0.517  0.517  0.000
178  f2   ~  x1     1 est.std.all  0.479  0.479  0.000
179  f2   ~  x2     1 est.std.all  0.475  0.475  0.000
180  f2   ~  x3     1 est.std.all  0.352  0.352  0.000
181  u3   |  t1     1 est.std.all -0.161 -0.161  0.000
182  u3 ~*~  u3     1 est.std.all  1.000  1.000  0.000
183  u1   |  t1     1 est.std.all -0.628 -0.628  0.000
184  u2   |  t1     1 est.std.all -0.375 -0.375  0.000
185  u4   |  t1     1 est.std.all -0.009 -0.009  0.000
186  u5   |  t1     1 est.std.all  0.137  0.136  0.001
187  u6   |  t1     1 est.std.all  0.345  0.345  0.000
188  f1  ~~  f1     1 est.std.all  0.400  0.400  0.000
189  f2  ~~  f2     1 est.std.all  0.387  0.387  0.000
190  f1  ~~  f2     1 est.std.all  0.006  0.006  0.000
191  u1 ~*~  u1     1 est.std.all  1.000  1.000  0.000
192  u2 ~*~  u2     1 est.std.all  1.000  1.000  0.000
193  u4 ~*~  u4     1 est.std.all  1.000  1.000  0.000
194  u5 ~*~  u5     1 est.std.all  1.000  1.000  0.000
195  u6 ~*~  u6     1 est.std.all  1.000  1.000  0.000
196  f1  =~  u1     2 est.std.all  0.946  0.946  0.000
197  f1  =~  u2     2 est.std.all  0.929  0.929  0.000
198  f1  =~  u3     2 est.std.all  0.693  0.693  0.000
199  f2  =~  u4     2 est.std.all  0.944  0.944  0.000
200  f2  =~  u5     2 est.std.all  0.933  0.933  0.000
201  f2  =~  u6     2 est.std.all  0.923  0.923  0.000
202  f1   ~  x1     2 est.std.all  0.386  0.386  0.000
203  f1   ~  x2     2 est.std.all  0.444  0.444  0.000
204  f1   ~  x3     2 est.std.all  0.503  0.503  0.000
205  f2   ~  x1     2 est.std.all  0.534  0.534  0.000
206  f2   ~  x2     2 est.std.all  0.430  0.430  0.000
207  f2   ~  x3     2 est.std.all  0.360  0.360  0.000
208  u3   |  t1     2 est.std.all  0.385  0.385  0.000
209  u3 ~*~  u3     2 est.std.all  1.000  1.000  0.000
210  u1   |  t1     2 est.std.all -0.765 -0.765  0.000
211  u2   |  t1     2 est.std.all -0.452 -0.452  0.000
212  u4   |  t1     2 est.std.all -0.008 -0.008  0.000
213  u5   |  t1     2 est.std.all  0.124  0.123  0.001
214  u6   |  t1     2 est.std.all  0.309  0.309  0.000
215  f1  ~~  f1     2 est.std.all  0.365  0.365  0.000
216  f2  ~~  f2     2 est.std.all  0.362  0.362  0.000
217  f1  ~~  f2     2 est.std.all -0.071 -0.071  0.000
218  u1 ~*~  u1     2 est.std.all  1.000  1.000  0.000
219  u2 ~*~  u2     2 est.std.all  1.000  1.000  0.000
220  u4 ~*~  u4     2 est.std.all  1.000  1.000  0.000
221  u5 ~*~  u5     2 est.std.all  1.000  1.000  0.000
222  u6 ~*~  u6     2 est.std.all  1.000  1.000  0.000
223  f1  ~1         2 est.std.all -0.122 -0.122  0.000
224  f2  ~1         2 est.std.all -0.023 -0.023  0.000
225  f1  =~  u1     1 est.std.nox  0.931  0.931  0.000
226  f1  =~  u2     1 est.std.nox  0.923  0.923  0.000
227  f1  =~  u3     1 est.std.nox  0.924  0.924  0.000
228  f2  =~  u4     1 est.std.nox  0.920  0.920  0.000
229  f2  =~  u5     1 est.std.nox  0.922  0.922  0.000
230  f2  =~  u6     1 est.std.nox  0.923  0.923  0.000
231  f1   ~  x1     1 est.std.nox  0.369  0.369  0.000
232  f1   ~  x2     1 est.std.nox  0.406  0.406  0.000
233  f1   ~  x3     1 est.std.nox  0.495  0.495  0.000
234  f2   ~  x1     1 est.std.nox  0.483  0.483  0.000
235  f2   ~  x2     1 est.std.nox  0.464  0.464  0.000
236  f2   ~  x3     1 est.std.nox  0.337  0.337  0.000
237  u3   |  t1     1 est.std.nox -0.161 -0.161  0.000
238  u3 ~*~  u3     1 est.std.nox  1.000  1.000  0.000
239  u1   |  t1     1 est.std.nox -0.628 -0.628  0.000
240  u2   |  t1     1 est.std.nox -0.375 -0.375  0.000
241  u4   |  t1     1 est.std.nox -0.009 -0.009  0.000
242  u5   |  t1     1 est.std.nox  0.137  0.136  0.001
243  u6   |  t1     1 est.std.nox  0.345  0.345  0.000
244  f1  ~~  f1     1 est.std.nox  0.400  0.400  0.000
245  f2  ~~  f2     1 est.std.nox  0.387  0.387  0.000
246  f1  ~~  f2     1 est.std.nox  0.006  0.006  0.000
247  u1 ~*~  u1     1 est.std.nox  1.000  1.000  0.000
248  u2 ~*~  u2     1 est.std.nox  1.000  1.000  0.000
249  u4 ~*~  u4     1 est.std.nox  1.000  1.000  0.000
250  u5 ~*~  u5     1 est.std.nox  1.000  1.000  0.000
251  u6 ~*~  u6     1 est.std.nox  1.000  1.000  0.000
252  f1  =~  u1     2 est.std.nox  0.946  0.946  0.000
253  f1  =~  u2     2 est.std.nox  0.929  0.929  0.000
254  f1  =~  u3     2 est.std.nox  0.693  0.693  0.000
255  f2  =~  u4     2 est.std.nox  0.944  0.944  0.000
256  f2  =~  u5     2 est.std.nox  0.933  0.933  0.000
257  f2  =~  u6     2 est.std.nox  0.923  0.923  0.000
258  f1   ~  x1     2 est.std.nox  0.373  0.373  0.000
259  f1   ~  x2     2 est.std.nox  0.444  0.444  0.000
260  f1   ~  x3     2 est.std.nox  0.493  0.493  0.000
261  f2   ~  x1     2 est.std.nox  0.516  0.516  0.000
262  f2   ~  x2     2 est.std.nox  0.430  0.430  0.000
263  f2   ~  x3     2 est.std.nox  0.352  0.352  0.000
264  u3   |  t1     2 est.std.nox  0.385  0.385  0.000
265  u3 ~*~  u3     2 est.std.nox  1.000  1.000  0.000
266  u1   |  t1     2 est.std.nox -0.765 -0.765  0.000
267  u2   |  t1     2 est.std.nox -0.452 -0.452  0.000
268  u4   |  t1     2 est.std.nox -0.008 -0.008  0.000
269  u5   |  t1     2 est.std.nox  0.124  0.123  0.001
270  u6   |  t1     2 est.std.nox  0.309  0.309  0.000
271  f1  ~~  f1     2 est.std.nox  0.365  0.365  0.000
272  f2  ~~  f2     2 est.std.nox  0.362  0.362  0.000
273  f1  ~~  f2     2 est.std.nox -0.071 -0.071  0.000
274  u1 ~*~  u1     2 est.std.nox  1.000  1.000  0.000
275  u2 ~*~  u2     2 est.std.nox  1.000  1.000  0.000
276  u4 ~*~  u4     2 est.std.nox  1.000  1.000  0.000
277  u5 ~*~  u5     2 est.std.nox  1.000  1.000  0.000
278  u6 ~*~  u6     2 est.std.nox  1.000  1.000  0.000
279  f1  ~1         2 est.std.nox -0.122 -0.122  0.000
280  f2  ~1         2 est.std.nox -0.023 -0.023  0.000

                             fit      lav      mpl     delta
1                           npar   37.000   37.000     0.000
2                           fmin    0.016       NA        NA
3                          chisq   70.453   32.469    37.984
4                             df   41.000   41.000     0.000
5                         pvalue       NA    0.827        NA
6                   chisq.scaled   32.537   32.469     0.068
7                      df.scaled   41.000   41.000     0.000
8                  pvalue.scaled    0.825    0.827    -0.002
9           chisq.scaling.factor    2.888       NA        NA
10                baseline.chisq 5862.956 4305.830  1557.126
11                   baseline.df   30.000   66.000   -36.000
12               baseline.pvalue       NA    0.000        NA
13         baseline.chisq.scaled 1107.535 4305.830 -3198.295
14            baseline.df.scaled   30.000   66.000   -36.000
15        baseline.pvalue.scaled    0.000    0.000     0.000
16 baseline.chisq.scaling.factor    5.337       NA        NA
17                           cfi    0.995    1.000    -0.005
18                           tli    0.996    1.003    -0.007
19                    cfi.scaled    1.000    1.000     0.000
20                    tli.scaled    1.006    1.003     0.003
21                    cfi.robust       NA       NA        NA
22                    tli.robust       NA       NA        NA
23                          nnfi    0.996       NA        NA
24                           rfi       NA       NA        NA
25                           nfi       NA       NA        NA
26                          pnfi    1.350       NA        NA
27                           ifi    0.995       NA        NA
28                           rni    0.995       NA        NA
29                   nnfi.scaled    1.006       NA        NA
30                    rfi.scaled       NA       NA        NA
31                    nfi.scaled       NA       NA        NA
32                   pnfi.scaled    1.327       NA        NA
33                    ifi.scaled    1.008       NA        NA
34                    rni.scaled    1.008       NA        NA
35                   nnfi.robust       NA       NA        NA
36                    rni.robust       NA       NA        NA
37                         rmsea    0.026    0.000     0.026
38                rmsea.ci.lower    0.015    0.000     0.015
39                rmsea.ci.upper    0.035    0.013     0.022
40                rmsea.ci.level    0.900       NA        NA
41                  rmsea.pvalue    1.000    1.000     0.000
42                rmsea.close.h0    0.050       NA        NA
43         rmsea.notclose.pvalue    0.000       NA        NA
44             rmsea.notclose.h0    0.080       NA        NA
45                  rmsea.scaled    0.000    0.000     0.000
46         rmsea.ci.lower.scaled    0.000    0.000     0.000
47         rmsea.ci.upper.scaled    0.013    0.013     0.000
48           rmsea.pvalue.scaled    1.000    1.000     0.000
49  rmsea.notclose.pvalue.scaled    0.000       NA        NA
50                  rmsea.robust       NA       NA        NA
51         rmsea.ci.lower.robust       NA       NA        NA
52         rmsea.ci.upper.robust       NA       NA        NA
53           rmsea.pvalue.robust       NA       NA        NA
54  rmsea.notclose.pvalue.robust       NA       NA        NA
55                           rmr    0.025       NA        NA
56                    rmr_nomean    0.027       NA        NA
57                  srmr_bentler    0.025       NA        NA
58           srmr_bentler_nomean    0.027       NA        NA
59                          crmr    0.030       NA        NA
60                   crmr_nomean    0.035       NA        NA
61                    srmr_mplus       NA       NA        NA
62             srmr_mplus_nomean       NA       NA        NA
63                         cn_05 1777.507       NA        NA
64                         cn_01 2027.333       NA        NA
65                           gfi    0.997       NA        NA
66                          agfi    0.994       NA        NA
67                          pgfi    0.524       NA        NA
68                           mfi    0.993       NA        NA
69                          wrmr    1.344       NA        NA
