# lavaan TESTsuite -- lavaan version  0.6-18 
# date:  Wed Jan 17 15:23:09 2024 
# file:  HS.multi.nomean.WLS.out 

        lhs op     rhs group        type   lav   mpl  delta
239  visual ~~   speed     2 est.std.nox 0.680 0.680  0.000
240 textual ~~   speed     2 est.std.nox 0.608 0.608  0.000

                     fit     lav     mpl  delta
1                   npar  42.000  42.000  0.000
2                   fmin   0.193      NA     NA
3                  chisq 116.052 107.376  8.676
4                     df  48.000  48.000  0.000
5                 pvalue   0.000   0.000  0.000
6         baseline.chisq 466.206 413.892 52.314
7            baseline.df  72.000  72.000  0.000
8        baseline.pvalue   0.000   0.000  0.000
9                    cfi   0.827   0.826  0.001
10                   tli   0.741   0.739  0.002
11                  nnfi   0.741      NA     NA
12                   rfi   0.627      NA     NA
13                   nfi   0.751      NA     NA
14                  pnfi   0.501      NA     NA
15                   ifi   0.837      NA     NA
16                   rni   0.827      NA     NA
17                 rmsea   0.097   0.091  0.006
18        rmsea.ci.lower   0.075   0.068  0.007
19        rmsea.ci.upper   0.120   0.114  0.006
20        rmsea.ci.level   0.900      NA     NA
21          rmsea.pvalue   0.001   0.003 -0.002
22        rmsea.close.h0   0.050      NA     NA
23 rmsea.notclose.pvalue   0.902      NA     NA
24     rmsea.notclose.h0   0.080      NA     NA
25                   rmr   0.154      NA     NA
26            rmr_nomean   0.154      NA     NA
27          srmr_bentler   0.123      NA     NA
28   srmr_bentler_nomean   0.123      NA     NA
29                  crmr   0.130      NA     NA
30           crmr_nomean   0.130      NA     NA
31            srmr_mplus   0.133      NA     NA
32     srmr_mplus_nomean   0.133      NA     NA
33                 cn_05 168.908      NA     NA
34                 cn_01 190.838      NA     NA
35                   gfi   0.944      NA     NA
36                  agfi   0.894      NA     NA
37                  pgfi   0.503      NA     NA
38                   mfi   0.892      NA     NA
39                  ecvi   0.669      NA     NA
