# lavaan TESTsuite -- lavaan version  0.6-18 
# date:  Wed Jan 17 15:21:28 2024 
# file:  Bollen.nomean.ML.expected.out 

      lhs op   rhs group        type   lav   mpl delta
133    x3 ~~    x3     1 est.std.all 0.239 0.239 0.000
134 dem60 ~~ dem60     1 est.std.all 0.800 0.800 0.000
135 dem65 ~~ dem65     1 est.std.all 0.035 0.035 0.000
136 ind60 ~~ ind60     1 est.std.all 1.000 1.000 0.000
137 dem60 =~    y1     1 est.std.nox 0.850 0.850 0.000
138 dem60 =~    y2     1 est.std.nox 0.690 0.690 0.000
139 dem60 =~    y3     1 est.std.nox 0.758 0.758 0.000
140 dem60 =~    y4     1 est.std.nox 0.838 0.838 0.000
141 dem65 =~    y5     1 est.std.nox 0.817 0.817 0.000
142 dem65 =~    y6     1 est.std.nox 0.755 0.755 0.000
143 dem65 =~    y7     1 est.std.nox 0.802 0.802 0.000
144 dem65 =~    y8     1 est.std.nox 0.829 0.829 0.000
145 ind60 =~    x1     1 est.std.nox 0.920 0.920 0.000
146 ind60 =~    x2     1 est.std.nox 0.973 0.973 0.000
147 ind60 =~    x3     1 est.std.nox 0.872 0.872 0.000
148 dem60  ~ ind60     1 est.std.nox 0.448 0.448 0.000
149 dem65  ~ ind60     1 est.std.nox 0.187 0.187 0.000
150 dem65  ~ dem60     1 est.std.nox 0.884 0.884 0.000
151    y1 ~~    y5     1 est.std.nox 0.281 0.281 0.000
152    y2 ~~    y4     1 est.std.nox 0.291 0.291 0.000
153    y2 ~~    y6     1 est.std.nox 0.356 0.356 0.000
154    y3 ~~    y7     1 est.std.nox 0.169 0.169 0.000
155    y4 ~~    y8     1 est.std.nox 0.111 0.111 0.000
156    y6 ~~    y8     1 est.std.nox 0.338 0.338 0.000
157    y1 ~~    y1     1 est.std.nox 0.277 0.277 0.000
158    y2 ~~    y2     1 est.std.nox 0.525 0.525 0.000
159    y3 ~~    y3     1 est.std.nox 0.426 0.426 0.000
160    y4 ~~    y4     1 est.std.nox 0.298 0.298 0.000
161    y5 ~~    y5     1 est.std.nox 0.333 0.333 0.000
162    y6 ~~    y6     1 est.std.nox 0.430 0.430 0.000
163    y7 ~~    y7     1 est.std.nox 0.357 0.357 0.000
164    y8 ~~    y8     1 est.std.nox 0.313 0.313 0.000
165    x1 ~~    x1     1 est.std.nox 0.154 0.154 0.000
166    x2 ~~    x2     1 est.std.nox 0.053 0.053 0.000
167    x3 ~~    x3     1 est.std.nox 0.239 0.239 0.000
168 dem60 ~~ dem60     1 est.std.nox 0.800 0.800 0.000
169 dem65 ~~ dem65     1 est.std.nox 0.035 0.035 0.000
170 ind60 ~~ ind60     1 est.std.nox 1.000 1.000 0.000

                     fit       lav       mpl delta
1                   npar    28.000    28.000     0
2                   fmin     0.268        NA    NA
3                  chisq    40.179    40.179     0
4                     df    38.000    38.000     0
5                 pvalue     0.374     0.374     0
6         baseline.chisq   730.654   730.654     0
7            baseline.df    55.000    55.000     0
8        baseline.pvalue     0.000     0.000     0
9                    cfi     0.997     0.997     0
10                   tli     0.995     0.995     0
11                  nnfi     0.995        NA    NA
12                   rfi     0.920        NA    NA
13                   nfi     0.945        NA    NA
14                  pnfi     0.653        NA    NA
15                   ifi     0.997        NA    NA
16                   rni     0.997        NA    NA
17                  logl -1548.818 -1548.818     0
18     unrestricted.logl -1528.728 -1528.728     0
19                   aic  3153.636  3153.636     0
20                   bic  3218.526  3218.526     0
21                  bic2  3130.277  3130.277     0
22                 rmsea     0.028     0.028     0
23        rmsea.ci.lower     0.000     0.000     0
24        rmsea.ci.upper     0.087     0.087     0
25        rmsea.ci.level     0.900        NA    NA
26          rmsea.pvalue     0.665     0.665     0
27        rmsea.close.h0     0.050        NA    NA
28 rmsea.notclose.pvalue     0.083        NA    NA
29     rmsea.notclose.h0     0.080        NA    NA
30                   rmr     0.477        NA    NA
31            rmr_nomean     0.477        NA    NA
32                  srmr     0.056     0.056     0
33          srmr_bentler     0.056        NA    NA
34   srmr_bentler_nomean     0.056        NA    NA
35                  crmr     0.051        NA    NA
36           crmr_nomean     0.051        NA    NA
37            srmr_mplus     0.050        NA    NA
38     srmr_mplus_nomean     0.050        NA    NA
39                 cn_05   100.647        NA    NA
40                 cn_01   115.167        NA    NA
41                   gfi     0.920        NA    NA
42                  agfi     0.861        NA    NA
43                  pgfi     0.530        NA    NA
44                   mfi     0.986        NA    NA
45                  ecvi     1.282        NA    NA
