# lavaan TESTsuite -- lavaan version  0.6-17 
# date:  Sat Jan 20 20:49:35 2024 
# file:  Bollen.nomean.GLS.out 

      lhs op   rhs group        type   lav   mpl delta
44  ind60 =~    x2     1          se 0.160 0.160 0.000
45  ind60 =~    x3     1          se 0.180 0.180 0.000
46  dem60  ~ ind60     1          se 0.445 0.445 0.000
47  dem65  ~ ind60     1          se 0.281 0.281 0.000
48  dem65  ~ dem60     1          se 0.082 0.082 0.000
49     y1 ~~    y5     1          se 0.330 0.330 0.000
50     y2 ~~    y4     1          se 0.684 0.684 0.000
51     y2 ~~    y6     1          se 0.677 0.677 0.000
52     y3 ~~    y7     1          se 0.594 0.594 0.000
53     y4 ~~    y8     1          se 0.414 0.414 0.000
54     y6 ~~    y8     1          se 0.546 0.546 0.000
55     y1 ~~    y1     1          se 0.401 0.401 0.000
56     y2 ~~    y2     1          se 1.316 1.316 0.000
57     y3 ~~    y3     1          se 0.933 0.933 0.000
58     y4 ~~    y4     1          se 0.697 0.697 0.000
59     y5 ~~    y5     1          se 0.449 0.449 0.000
60     y6 ~~    y6     1          se 0.865 0.865 0.000
61     y7 ~~    y7     1          se 0.674 0.674 0.000
62     y8 ~~    y8     1          se 0.668 0.668 0.000
63     x1 ~~    x1     1          se 0.016 0.016 0.000
64     x2 ~~    x2     1          se 0.066 0.066 0.000
65     x3 ~~    x3     1          se 0.087 0.087 0.000
66  dem60 ~~ dem60     1          se 0.811 0.811 0.000
67  dem65 ~~ dem65     1          se 0.215 0.215 0.000
68  ind60 ~~ ind60     1          se 0.080 0.080 0.000
69  dem60 =~    y1     1     est.std 2.101 2.101 0.000
70  dem60 =~    y2     1     est.std 2.486 2.486 0.000
71  dem60 =~    y3     1     est.std 2.571 2.571 0.000
72  dem60 =~    y4     1     est.std 2.576 2.576 0.000
73  dem65 =~    y5     1     est.std 1.994 1.994 0.000
74  dem65 =~    y6     1     est.std 2.360 2.360 0.000
75  dem65 =~    y7     1     est.std 2.441 2.441 0.000
76  dem65 =~    y8     1     est.std 2.445 2.445 0.000
77  ind60 =~    x1     1     est.std 0.599 0.599 0.000
78  ind60 =~    x2     1     est.std 1.341 1.341 0.000
79  ind60 =~    x3     1     est.std 1.129 1.129 0.000
80  dem60  ~ ind60     1     est.std 0.515 0.515 0.000
81  dem65  ~ ind60     1     est.std 0.215 0.215 0.000
82  dem65  ~ dem60     1     est.std 0.844 0.844 0.000
83     y1 ~~    y5     1     est.std 0.409 0.409 0.000
84     y2 ~~    y4     1     est.std 1.534 1.534 0.000
85     y2 ~~    y6     1     est.std 1.314 1.314 0.000
86     y3 ~~    y7     1     est.std 0.740 0.740 0.000
87     y4 ~~    y8     1     est.std 0.294 0.294 0.000
88     y6 ~~    y8     1     est.std 0.941 0.941 0.000
89     y1 ~~    y1     1     est.std 1.419 1.419 0.000
90     y2 ~~    y2     1     est.std 6.300 6.300 0.000
91     y3 ~~    y3     1     est.std 3.821 3.821 0.000
92     y4 ~~    y4     1     est.std 2.841 2.841 0.000
93     y5 ~~    y5     1     est.std 1.849 1.849 0.000
94     y6 ~~    y6     1     est.std 3.707 3.707 0.000
95     y7 ~~    y7     1     est.std 3.020 3.020 0.000
96     y8 ~~    y8     1     est.std 2.794 2.794 0.000
97     x1 ~~    x1     1     est.std 0.051 0.051 0.000
98     x2 ~~    x2     1     est.std 0.154 0.154 0.000
99     x3 ~~    x3     1     est.std 0.404 0.404 0.000
100 dem60 ~~ dem60     1     est.std 0.734 0.734 0.000
101 dem65 ~~ dem65     1     est.std 0.055 0.055 0.000
102 ind60 ~~ ind60     1     est.std 1.000 1.000 0.000
103 dem60 =~    y1     1 est.std.all 0.870 0.870 0.000
104 dem60 =~    y2     1 est.std.all 0.704 0.704 0.000
105 dem60 =~    y3     1 est.std.all 0.796 0.796 0.000
106 dem60 =~    y4     1 est.std.all 0.837 0.837 0.000
107 dem65 =~    y5     1 est.std.all 0.826 0.826 0.000
108 dem65 =~    y6     1 est.std.all 0.775 0.775 0.000
109 dem65 =~    y7     1 est.std.all 0.815 0.815 0.000
110 dem65 =~    y8     1 est.std.all 0.826 0.826 0.000
111 ind60 =~    x1     1 est.std.all 0.935 0.935 0.000
112 ind60 =~    x2     1 est.std.all 0.960 0.960 0.000
113 ind60 =~    x3     1 est.std.all 0.871 0.871 0.000
114 dem60  ~ ind60     1 est.std.all 0.515 0.515 0.000
115 dem65  ~ ind60     1 est.std.all 0.215 0.215 0.000
116 dem65  ~ dem60     1 est.std.all 0.844 0.844 0.000
117    y1 ~~    y5     1 est.std.all 0.252 0.252 0.000
118    y2 ~~    y4     1 est.std.all 0.362 0.362 0.000
119    y2 ~~    y6     1 est.std.all 0.272 0.272 0.000
120    y3 ~~    y7     1 est.std.all 0.218 0.218 0.000
121    y4 ~~    y8     1 est.std.all 0.104 0.104 0.000
122    y6 ~~    y8     1 est.std.all 0.293 0.292 0.001
123    y1 ~~    y1     1 est.std.all 0.243 0.243 0.000
124    y2 ~~    y2     1 est.std.all 0.505 0.505 0.000
125    y3 ~~    y3     1 est.std.all 0.366 0.366 0.000
126    y4 ~~    y4     1 est.std.all 0.300 0.300 0.000
127    y5 ~~    y5     1 est.std.all 0.317 0.317 0.000
128    y6 ~~    y6     1 est.std.all 0.400 0.400 0.000
129    y7 ~~    y7     1 est.std.all 0.336 0.336 0.000
130    y8 ~~    y8     1 est.std.all 0.318 0.318 0.000
131    x1 ~~    x1     1 est.std.all 0.126 0.126 0.000
132    x2 ~~    x2     1 est.std.all 0.079 0.079 0.000
133    x3 ~~    x3     1 est.std.all 0.241 0.241 0.000
134 dem60 ~~ dem60     1 est.std.all 0.734 0.734 0.000
135 dem65 ~~ dem65     1 est.std.all 0.055 0.055 0.000
136 ind60 ~~ ind60     1 est.std.all 1.000 1.000 0.000
137 dem60 =~    y1     1 est.std.nox 0.870 0.870 0.000
138 dem60 =~    y2     1 est.std.nox 0.704 0.704 0.000
139 dem60 =~    y3     1 est.std.nox 0.796 0.796 0.000
140 dem60 =~    y4     1 est.std.nox 0.837 0.837 0.000
141 dem65 =~    y5     1 est.std.nox 0.826 0.826 0.000
142 dem65 =~    y6     1 est.std.nox 0.775 0.775 0.000
143 dem65 =~    y7     1 est.std.nox 0.815 0.815 0.000
144 dem65 =~    y8     1 est.std.nox 0.826 0.826 0.000
145 ind60 =~    x1     1 est.std.nox 0.935 0.935 0.000
146 ind60 =~    x2     1 est.std.nox 0.960 0.960 0.000
147 ind60 =~    x3     1 est.std.nox 0.871 0.871 0.000
148 dem60  ~ ind60     1 est.std.nox 0.515 0.515 0.000
149 dem65  ~ ind60     1 est.std.nox 0.215 0.215 0.000
150 dem65  ~ dem60     1 est.std.nox 0.844 0.844 0.000
151    y1 ~~    y5     1 est.std.nox 0.252 0.252 0.000
152    y2 ~~    y4     1 est.std.nox 0.362 0.362 0.000
153    y2 ~~    y6     1 est.std.nox 0.272 0.272 0.000
154    y3 ~~    y7     1 est.std.nox 0.218 0.218 0.000
155    y4 ~~    y8     1 est.std.nox 0.104 0.104 0.000
156    y6 ~~    y8     1 est.std.nox 0.293 0.292 0.001
157    y1 ~~    y1     1 est.std.nox 0.243 0.243 0.000
158    y2 ~~    y2     1 est.std.nox 0.505 0.505 0.000
159    y3 ~~    y3     1 est.std.nox 0.366 0.366 0.000
160    y4 ~~    y4     1 est.std.nox 0.300 0.300 0.000
161    y5 ~~    y5     1 est.std.nox 0.317 0.317 0.000
162    y6 ~~    y6     1 est.std.nox 0.400 0.400 0.000
163    y7 ~~    y7     1 est.std.nox 0.336 0.336 0.000
164    y8 ~~    y8     1 est.std.nox 0.318 0.318 0.000
165    x1 ~~    x1     1 est.std.nox 0.126 0.126 0.000
166    x2 ~~    x2     1 est.std.nox 0.079 0.079 0.000
167    x3 ~~    x3     1 est.std.nox 0.241 0.241 0.000
168 dem60 ~~ dem60     1 est.std.nox 0.734 0.734 0.000
169 dem65 ~~ dem65     1 est.std.nox 0.055 0.055 0.000
170 ind60 ~~ ind60     1 est.std.nox 1.000 1.000 0.000

                     fit     lav     mpl  delta
1                   npar  28.000  28.000  0.000
2                   fmin   0.257      NA     NA
3                  chisq  38.620  38.620  0.000
4                     df  38.000  38.000  0.000
5                 pvalue   0.442   0.442  0.000
6         baseline.chisq 113.924 113.924  0.000
7            baseline.df  55.000  55.000  0.000
8        baseline.pvalue   0.000   0.000  0.000
9                    cfi   0.989   0.989  0.000
10                   tli   0.985   0.985  0.000
11                  nnfi   0.985      NA     NA
12                   rfi   0.509      NA     NA
13                   nfi   0.661      NA     NA
14                  pnfi   0.457      NA     NA
15                   ifi   0.992      NA     NA
16                   rni   0.989      NA     NA
17                 rmsea   0.015   0.015  0.000
18        rmsea.ci.lower   0.000   0.000  0.000
19        rmsea.ci.upper   0.083   0.083  0.000
20        rmsea.ci.level   0.900      NA     NA
21          rmsea.pvalue   0.721   0.724 -0.003
22        rmsea.close.h0   0.050      NA     NA
23 rmsea.notclose.pvalue   0.063      NA     NA
24     rmsea.notclose.h0   0.080      NA     NA
25                   rmr   0.997      NA     NA
26            rmr_nomean   0.997      NA     NA
27                  srmr   0.109   0.109  0.000
28          srmr_bentler   0.109      NA     NA
29   srmr_bentler_nomean   0.109      NA     NA
30                  crmr   0.072      NA     NA
31           crmr_nomean   0.072      NA     NA
32            srmr_mplus   0.094      NA     NA
33     srmr_mplus_nomean   0.094      NA     NA
34                 cn_05 103.290      NA     NA
35                 cn_01 118.194      NA     NA
36                   gfi   0.905      NA     NA
37                  agfi   0.835      NA     NA
38                  pgfi   0.521      NA     NA
39                   mfi   0.996      NA     NA
40                  ecvi   1.279      NA     NA
